iter	MultiClass
121	0.006622768014
122	0.006595771321
123	0.006474854991
124	0.00631375353
125	0.006285510734
126	0.006273738336
127	0.00613403023
128	0.006011273781
129	0.005912192116
130	0.005899675515
131	0.005888637747
132	0.005875993282
133	0.005785622173
134	0.005774580087
135	0.005764241477
136	0.005642413207
137	0.005561843376
138	0.00548805599
139	0.005479358307
140	0.005376819085
141	0.005367360018
142	0.005357953134
143	0.005336354644
144	0.005314569155
145	0.005304170859
146	0.005272815623
147	0.005148678611
148	0.005104541573
149	0.005025827724
150	0.005018245181
151	0.004994712911
152	0.004971219821
153	0.004952534869
154	0.004838950443
155	0.00478932765
156	0.004777084634
157	0.004770322342
158	0.004692647883
159	0.004685809184
160	0.004679749577
161	0.004609222416
162	0.004602695667
163	0.004562753475
164	0.004550255174
165	0.004482300445
166	0.004477153295
167	0.00445898328
168	0.004362737164
169	0.004302545136
170	0.004228822228
171	0.004216095556
172	0.004201424672
173	0.004196629443
174	0.004162767334
175	0.004156948038
176	0.004119171618
177	0.00411428179
178	0.004109980852
179	0.004053221976
180	0.004048607507
181	0.0040436764
182	0.00399348843
183	0.003982388589
184	0.003977872322
185	0.003924169851
186	0.003919823964
187	0.003886455836
188	0.003881989548
189	0.00382927099
190	0.003773980114
191	0.003770258724
192	0.003765437115
193	0.00376167088
194	0.003734336278
195	0.003686712044
196	0.003674674667
197	0.003671191956
198	0.003624986587
199	0.003592202742
200	0.003541235935
201	0.003503698949
202	0.003493822845
203	0.003458963732
204	0.003447092653
205	0.003435585542
206	0.003418861008
207	0.003376843406
208	0.003367156561
209	0.00334565494
210	0.003342673333
211	0.003339318965
212	0.00331433089
213	0.003272657304
214	0.003269329716
215	0.003266017685
216	0.003229500328
217	0.003226018207
218	0.003190533803
219	0.003183416399
220	0.003137551945
221	0.003097221148
222	0.003093819244
223	0.003084433672
224	0.003081713957
225	0.003073232505
226	0.003070361418
227	0.003049605662
228	0.003043273168
229	0.003038755955
230	0.003010629908
231	0.002997975203
232	0.002994940954
233	0.002963128148
234	0.002948315886
235	0.002920170002
236	0.002917794755
237	0.002914217398
238	0.002889202745
239	0.002886368197
240	0.002861798083
241	0.002859238456
242	0.002821050457
243	0.002818860422
244	0.002816672488
245	0.002808990449
246	0.002802496514
247	0.002797825104
248	0.002776183762
249	0.002751845626
250	0.002744977484
251	0.002739912619
252	0.002738026895
253	0.002736212448
254	0.002709347803
255	0.002681907828
256	0.002679605518
257	0.002645594781
258	0.002641895971
259	0.00261468093
260	0.002595293958
261	0.002576339043
262	0.00257458582
263	0.002570179493
264	0.002567991013
265	0.002566445662
266	0.002550243361
267	0.002527295468
268	0.002516386067
269	0.002511600438
270	0.002506538768
271	0.002504660244
272	0.002489018361
273	0.002464079184
274	0.002459128053
275	0.002454452143
276	0.00243421535
277	0.002421135366
278	0.002416246846
279	0.002397510601
280	0.002380555864
281	0.002378790409
282	0.002370962648
283	0.002368499841
284	0.002334051542
285	0.002318686684
286	0.002296902033
287	0.002294677954
288	0.002292212883
289	0.002278031261
290	0.002276605182
291	0.002258039157
292	0.002256631923
293	0.002240849889
294	0.002239253241
295	0.002220993171
296	0.002209588751
297	0.002206988022
298	0.002205310209
299	0.002181310878
300	0.002176883907
301	0.002175364513
302	0.00215512288
303	0.002145263808
304	0.002141401618
305	0.002139428395
306	0.002122710446
307	0.002108100396
308	0.002104968551
309	0.002091308283
310	0.002070229696
311	0.002068673664
312	0.002064551094
313	0.002048924798
314	0.002044827543
315	0.002043116164
316	0.002024055843
317	0.001999261803
318	0.001989917334
319	0.001971585367
320	0.001970161413
321	0.001968916692
322	0.001953242027
323	0.001947022597
324	0.001944642257
325	0.001929863805
326	0.001919264472
327	0.001916280686
328	0.001912547376
329	0.001899556823
330	0.001898306014
331	0.001888831001
332	0.001887759675
333	0.001871364013
334	0.001869369595
335	0.001858047446
336	0.001851155237
337	0.001838018112
338	0.001827321648
339	0.001817594564
340	0.001805429475
341	0.001789141923
342	0.0017878289
343	0.001781474827
344	0.001775385623
345	0.001763941623
346	0.00176281396
347	0.001761601894
348	0.001752076966
349	0.001750821087
350	0.001749421907
351	0.001748476502
352	0.001741263417
353	0.001739597091
354	0.001735365443
355	0.001725781045
356	0.00171908383
357	0.001710570565
358	0.001699997743
359	0.001698600066
360	0.001695190489
361	0.001684628849
362	0.001672220664
363	0.001663942718
364	0.001653847956
365	0.001643933356
366	0.001636251368
367	0.00163179922
368	0.001621400535
369	0.001609952129
370	0.001594581012
371	0.001591465803
372	0.00159024989
373	0.001572539105
374	0.001562642982
375	0.001551374541
376	0.001543841885
377	0.001541603308
378	0.001540501323
379	0.001537022014
380	0.001527167513
381	0.00152448656
382	0.00152174672
383	0.001513349255
384	0.001511154742
385	0.001503381567
386	0.001502287999
387	0.001494713787
388	0.001492172135
389	0.001489575554
390	0.001481497864
391	0.001480443339
392	0.001472484406
393	0.001464954988
394	0.001458135434
395	0.001457267915
396	0.001456172813
397	0.001447658937
398	0.001446827088
399	0.00143979831
400	0.0014386003
401	0.001425500983
402	0.0014231718
403	0.001421029703
404	0.001416771584
405	0.001414130557
406	0.001404648497
407	0.001402795653
408	0.00139506955
409	0.001391690033
410	0.001384606573
411	0.001383529672
412	0.001381730355
413	0.001379730473
414	0.001372765388
415	0.001364234656
416	0.001352217499
417	0.00135027722
418	0.001349345516
419	0.001343816799
420	0.00134187615
421	0.001335431607
422	0.001334693379
423	0.001328154232
424	0.001320617897
425	0.001316546198
426	0.001311860678
427	0.001305591518
428	0.001300692288
429	0.001299767623
430	0.001293661201
431	0.001286214159
432	0.001277595179
433	0.00127658138
434	0.001271122717
435	0.001264349817
436	0.001263537191
437	0.001261815562
438	0.001255983912
439	0.001251136548
440	0.001249470277
441	0.001246173795
442	0.001244863242
443	0.001237184396
444	0.001231507913
445	0.001220452731
446	0.001215087359
447	0.001208952139
448	0.001204443893
449	0.001203391845
450	0.001202403412
451	0.001200846033
452	0.001193936155
453	0.001189436353
454	0.001188138897
455	0.001187482973
456	0.001186699223
457	0.001185902376
458	0.00118029226
459	0.001175688474
460	0.001172599214
461	0.00116874795
462	0.001165333338
463	0.001163929141
464	0.001162388206
465	0.001156892569
466	0.001155619987
467	0.001151193363
468	0.00114687935
469	0.001146257926
470	0.001142562426
471	0.001141996088
472	0.001140446562
473	0.001138396806
474	0.001133217821
475	0.001126198333
476	0.001121027393
477	0.001120454471
478	0.001114913616
479	0.001114342667
480	0.001113071457
481	0.001110849065
482	0.001109595825
483	0.001109098883
484	0.001108425096
485	0.0011003887
486	0.001097790033
487	0.001097219364
488	0.001091584915
489	0.001090343152
490	0.001089367214
491	0.001083848011
492	0.001083393821
493	0.001082680514
494	0.001078556554
495	0.001078105265
496	0.001073839571
497	0.001068541784
498	0.001067295402
499	0.001066207157
500	0.001065264672
501	0.001064636647
502	0.001063431528
503	0.001062247569
504	0.001061338501
505	0.001056247267
506	0.001051329968
507	0.001045203683
508	0.00104291964
509	0.001042407874
510	0.001038374563
511	0.001035820067
512	0.001034866533
513	0.001030448291
514	0.001022938341
515	0.001021980093
516	0.001019973665
517	0.001018928581
518	0.001015052799
519	0.001013995375
520	0.001009568585
521	0.001006078613
522	0.001004986554
523	0.001003592692
524	0.001003131108
525	0.001002578842
526	0.001002082976
527	0.00100162461
528	0.0009987455868
529	0.0009965537787
530	0.0009921018675
531	0.000991616572
532	0.0009909175778
533	0.0009885338251
534	0.0009860450146
535	0.0009836664203
536	0.0009788520241
537	0.0009764600981
538	0.0009755942999
539	0.0009738240907
540	0.0009718562633
541	0.000971197474
542	0.0009692416307
543	0.0009658097071
544	0.000965003443
545	0.0009638719956
546	0.0009629798845
547	0.0009597050739
548	0.0009545116454
549	0.0009517977123
550	0.0009488409675
551	0.0009485112783
552	0.0009467365665
553	0.0009462672029
554	0.0009459210622
555	0.0009415399631
556	0.000940574224
557	0.000939661138
558	0.000938685506
559	0.0009377616069
560	0.0009345157631
561	0.0009336772821
562	0.0009292591875
563	0.0009288378516
564	0.0009263450191
565	0.0009220325248
566	0.0009184492498
567	0.0009152894215
568	0.000914433341
569	0.000911765963
570	0.0009108616267
571	0.0009098089726
572	0.0009094303658
573	0.000908551273
574	0.0009045688419
575	0.0009013878354
576	0.0008988579954
577	0.0008977850009
578	0.000894745568
579	0.0008937360006
580	0.0008930903819
581	0.0008923506412
582	0.0008891620607
583	0.0008877171585
584	0.0008872666535
585	0.0008866282942
586	0.0008858671121
587	0.0008838134398
588	0.0008802726977
589	0.0008767554913
590	0.0008723530355
591	0.000869837175
592	0.0008695210407
593	0.0008687427267
594	0.0008666789672
595	0.000865051953
596	0.0008644563377
597	0.0008612616784
598	0.0008604962313
599	0.0008596507177
600	0.0008563497369
601	0.0008509695102
602	0.0008502057819
603	0.0008495240924
604	0.000848352374
605	0.0008456264049
606	0.0008448396967
607	0.0008421416304
608	0.0008414998232
609	0.0008393244677
610	0.0008386065035
611	0.0008379598618
612	0.0008350180416
613	0.0008323863744
614	0.0008306539467
615	0.0008299010001
616	0.0008266358073
617	0.0008240648687
618	0.0008236615712
619	0.000821116058
620	0.0008205328164
621	0.0008172130961
622	0.0008146633413
623	0.0008143102536
624	0.000813619521
625	0.0008109429736
626	0.0008103851343
627	0.0008071938911
628	0.0008065423447
629	0.0008055590408
630	0.0008048822673
631	0.000804348258
632	0.0008006587061
633	0.0007977745081
634	0.0007971177206
635	0.0007964204228
636	0.0007960667386
637	0.0007924519229
638	0.0007917951917
639	0.0007894176761
640	0.0007888582491
641	0.0007865030891
642	0.0007850909299
643	0.000781512024
644	0.0007812122977
645	0.0007791324501
646	0.0007767999932
647	0.0007762676381
648	0.0007757046512
649	0.0007736111623
650	0.0007688800683
651	0.0007672036672
652	0.0007654836569
653	0.0007651783553
654	0.0007648082613
655	0.0007642479131
656	0.0007618662263
657	0.000761299738
658	0.0007589171954
659	0.0007569115822
660	0.0007563699272
661	0.0007557782199
662	0.0007526324901
663	0.0007514131683
664	0.0007508559113
665	0.0007503328013
666	0.0007499960625
667	0.0007494157542
668	0.0007471642946
669	0.000746307195
670	0.0007457844107
671	0.0007441359121
672	0.0007416717502
673	0.0007396075148
674	0.0007390571688
675	0.0007369621781
676	0.00073641165
677	0.00073587285
678	0.0007353759349
679	0.0007335553579
680	0.00073112651
681	0.0007283638815
682	0.0007261811388
683	0.0007241843298
684	0.0007237257548
685	0.0007217404573
686	0.0007215490853
687	0.000719663295
688	0.0007180748238
689	0.0007175620581
690	0.0007151120821
691	0.0007148435054
692	0.0007141614725
693	0.0007129983504
694	0.0007119594775
695	0.0007114439758
696	0.0007109996761
697	0.0007102991633
698	0.0007075060689
699	0.0007048948281
700	0.0007045726755
701	0.0007024077989
702	0.0006987097278
703	0.0006982107892
704	0.0006978002715
705	0.0006973725378
706	0.0006957233226
707	0.0006943952806
708	0.000692580133
709	0.0006909909693
710	0.0006894564612
711	0.0006892149575
712	0.0006887238583
713	0.0006882418091
714	0.0006860838559
715	0.0006845597266
716	0.0006841011029
717	0.0006829999922
718	0.0006825323135
719	0.0006822652609
720	0.0006802248907
721	0.0006797587456
722	0.0006793959157
723	0.0006789579433
724	0.0006784812671
725	0.0006762598133
726	0.0006747121658
727	0.0006738522242
728	0.0006726280081
729	0.0006723433661
730	0.000672101167
731	0.0006716694264
732	0.0006705625765
733	0.0006688410396
734	0.0006671445983
735	0.000664902975
736	0.0006643938157
737	0.0006618581402
738	0.0006615914377
739	0.0006599324887
740	0.0006593627473
741	0.0006589183562
742	0.0006586879356
743	0.0006561247965
744	0.0006546406479
745	0.0006541291237
746	0.0006537206973
747	0.0006531733285
748	0.0006513187871
749	0.0006502250163
750	0.0006485062588
751	0.0006463088992
752	0.0006458944935
753	0.000645729011
754	0.0006438144341
755	0.0006428063862
756	0.0006419270013
757	0.0006395800609
758	0.0006391266746
759	0.0006387068041
760	0.0006366190132
761	0.0006362508453
762	0.0006359778902
763	0.0006336085935
764	0.0006333702071
765	0.0006314243026
766	0.0006312363679
767	0.0006309932296
768	0.0006296949631
769	0.0006284665278
770	0.0006282605936
771	0.0006270856214
772	0.0006243234511
773	0.0006239868957
774	0.0006235866034
775	0.0006233488628
776	0.0006229406632
777	0.0006225219835
778	0.0006202359641
779	0.0006190389043
780	0.0006187959393
781	0.0006175237343
782	0.0006171721883
783	0.0006168332922
784	0.0006155476051
785	0.0006153254207
786	0.0006149875173
787	0.0006147776465
788	0.0006145087586
789	0.0006128886503
790	0.0006119674498
791	0.0006099913089
792	0.0006095308804
793	0.0006085046058
794	0.0006070059788
795	0.0006068064981
796	0.000606493088
797	0.0006056447606
798	0.0006053260088
799	0.0006050321798
800	0.000603490423
801	0.0006019895814
802	0.000601797838
803	0.0006010717184
804	0.000600882443
805	0.0005988169888
806	0.0005985627886
807	0.0005981508896
808	0.0005979643054
809	0.0005965199102
810	0.0005962015295
811	0.0005958800823
812	0.0005933904177
813	0.0005932049475
814	0.000593007947
815	0.0005913694866
816	0.0005912210084
817	0.0005900285353
818	0.000589675603
819	0.0005893413278
820	0.0005891631079
821	0.0005888905924
822	0.0005870534506
823	0.0005857046871
824	0.0005853844308
825	0.0005840446233
826	0.0005829485715
827	0.0005816241051
828	0.000580463747
829	0.0005778704818
830	0.0005765376751
831	0.0005744698396
832	0.0005731741877
833	0.0005728498121
834	0.0005712892009
835	0.0005704513287
836	0.000570265671
837	0.0005690114089
838	0.0005673901971
839	0.0005670311003
840	0.000565952212
841	0.0005656577838
842	0.0005653844052
843	0.0005652335282
844	0.0005635362441
845	0.0005632828838
846	0.0005617129949
847	0.0005600427977
848	0.0005589029993
849	0.0005574393339
850	0.0005551155049
851	0.0005548264991
852	0.0005545399634
853	0.0005541555417
854	0.0005539508384
855	0.0005530502257
856	0.0005528062884
857	0.0005510510664
858	0.0005508003052
859	0.0005502046542
860	0.0005499268225
861	0.0005496525951
862	0.0005494288358
863	0.0005485151396
864	0.0005482418005
865	0.000547956284
866	0.0005470486934
867	0.0005452376868
868	0.0005449536942
869	0.0005448217539
870	0.0005446750279
871	0.0005423919943
872	0.000542119569
873	0.0005405651629
874	0.0005394202112
875	0.0005392730231
876	0.0005381358662
877	0.0005378738958
878	0.0005375543602
879	0.0005374212931
880	0.0005373096132
881	0.0005353004798
882	0.0005345021897
883	0.0005342380765
884	0.0005327591629
885	0.0005325373326
886	0.000532250372
887	0.0005321099403
888	0.000530876718
889	0.0005285740258
890	0.0005284440622
891	0.0005275101902
892	0.0005272667111
893	0.0005257541993
894	0.0005236245746
895	0.0005234765229
896	0.0005222591245
897	0.0005219742115
898	0.0005209026149
899	0.0005206637817
900	0.0005205073495
901	0.0005197521838
902	0.0005195237363
903	0.0005185100684
904	0.0005183890893
905	0.0005181282705
906	0.0005179881962
907	0.000517877688
908	0.000517630975
909	0.0005173578503
910	0.0005166910267
911	0.0005156330688
912	0.0005147107711
913	0.0005138878467
914	0.0005131785415
915	0.0005115666657
916	0.0005099840219
917	0.0005093292857
918	0.0005087534824
919	0.0005079221433
920	0.000507032138
921	0.0005068089263
922	0.000505025955
923	0.0005041474797
924	0.0005029107897
925	0.0005026821704
926	0.0005024651575
927	0.0005009429565
928	0.000500716385
929	0.0005005018229
930	0.0005003870884
931	0.0005001651449
932	0.0004999994005
933	0.0004986365552
934	0.0004976600834
935	0.0004974372673
936	0.00049731007
937	0.0004971114089
938	0.0004969533257
939	0.0004955302694
940	0.0004943410774
941	0.0004941422947
942	0.0004939290837
943	0.0004929336484
944	0.0004928157513
945	0.0004915134662
946	0.0004901665185
947	0.0004899770506
948	0.0004897636049
949	0.0004896657067
950	0.0004895374457
951	0.0004885174846
952	0.0004875618795
953	0.0004873763056
954	0.0004872588244
955	0.0004863886048
956	0.0004862159442
957	0.0004860892887
958	0.0004851551634
959	0.0004849415042
960	0.0004845014781
961	0.0004843059126
962	0.0004831038215
963	0.0004824019046
964	0.0004818377168
965	0.00048163218
966	0.0004807161194
967	0.0004804831134
968	0.0004804059721
969	0.0004801568198
970	0.0004799865941
971	0.0004787431103
972	0.0004785156695
973	0.0004783293425
974	0.0004770255119
975	0.0004756444207
976	0.0004755304168
977	0.0004753647606
978	0.0004751633951
979	0.0004749467261
980	0.0004740584076
981	0.0004732673217
982	0.0004725596687
983	0.0004719852611
984	0.0004710734814
985	0.0004697362457
986	0.0004688508302
987	0.0004686711208
988	0.0004671604301
989	0.0004667004307
990	0.0004665557583
991	0.0004664482605
992	0.00046625836
993	0.0004659616429
994	0.0004657448184
995	0.0004649352419
996	0.0004637539142
997	0.0004631467465
998	0.0004630701106
999	0.0004622181081
